"Sonda lambda - Banco 1, sensor 1","Ajuste de combustível de curto prazo - Banco 1, sensor 1","Sonda lambda - Banco 1, sensor 2",Pressão barométrica,Estado do sistema de combustível,Carga calculada do motor,Temperatura do líquido de arrefecimento do motor - CTS,Ajuste de combustível de curto prazo - Banco 1,Ajuste de combustível de longo prazo - Banco 1,Pressão no coletor de admissão - MAP,Tensão do módulo,Rotação do motor - RPM,Carga absoluta do motor,Posição relativa da borboleta - TPS,Temperatura do ar admitido - ACT,Temperatura do ar ambiente,Posição absoluta da borboleta - Sensor B,Posição absoluta da borboleta - TPS,Nº de falhas na memória,Altitude
0.15 V,-5 %,0.05 V,,,23 %,92 °C,,,,,652 rpm,,,,,,,,2 m
0.06 V,-5 %,0.05 V,,,23 %,92 °C,,,,,645 rpm,,,,,,,,2 m
0.06 V,-5 %,0.05 V,,,22 %,92 °C,,,,,647 rpm,,,,,,,,2 m
0.06 V,-5 %,0.05 V,,,22 %,92 °C,,,,,668 rpm,,,,,,,,2 m
0.06 V,-5 %,0.05 V,,,22 %,92 °C,,,,,668 rpm,,,,,,,,2 m
0.06 V,-4 %,0.05 V,,,24 %,92 °C,,,,,675 rpm,,,,,,,,2 m
0.06 V,-4 %,0.05 V,,,24 %,92 °C,,,,,675 rpm,,,,,,,,2 m
0.06 V,-3 %,0.06 V,,,23 %,92 °C,,,,,666 rpm,,,,,,,,2 m
0.06 V,-3 %,0.06 V,,,23 %,92 °C,,,,,641 rpm,,,,,,,,2 m
0.06 V,-3 %,0.06 V,,,22 %,92 °C,,,,,638 rpm,,,,,,,,2 m
0.06 V,-2 %,0.06 V,,,23 %,92 °C,,,,,664 rpm,,,,,,,,2 m
0.06 V,-2 %,0.06 V,,,22 %,92 °C,,,,,676 rpm,,,,,,,,2 m
0.07 V,-2 %,0.05 V,,,22 %,92 °C,,,,,658 rpm,,,,,,,,2 m
0.07 V,-2 %,0.06 V,,,24 %,92 °C,,,,,662 rpm,,,,,,,,2 m
0.07 V,-2 %,0.06 V,,,24 %,92 °C,,,,,673 rpm,,,,,,,,2 m
0.07 V,-1 %,0.06 V,,,23 %,92 °C,,,,,666 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,23 %,92 °C,,,,,664 rpm,,,,,,,,2 m
0.10 V,-1 %,0.07 V,,,23 %,92 °C,,,,,629 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,23 %,92 °C,,,,,668 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,24 %,92 °C,,,,,664 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,24 %,92 °C,,,,,671 rpm,,,,,,,,2 m
0.12 V,1 %,0.07 V,,,23 %,92 °C,,,,,675 rpm,,,,,,,,2 m
0.24 V,1 %,0.08 V,,,22 %,92 °C,,,,,668 rpm,,,,,,,,2 m
0.57 V,1 %,0.08 V,,,22 %,92 °C,,,,,663 rpm,,,,,,,,2 m
0.58 V,1 %,0.08 V,,,22 %,92 °C,,,,,653 rpm,,,,,,,,2 m
0.64 V,1 %,0.09 V,,,22 %,92 °C,,,,,654 rpm,,,,,,,,2 m
0.68 V,1 %,0.09 V,,,22 %,92 °C,,,,,650 rpm,,,,,,,,2 m
0.71 V,1 %,0.11 V,,,22 %,92 °C,,,,,652 rpm,,,,,,,,2 m
0.71 V,1 %,0.10 V,,,22 %,92 °C,,,,,668 rpm,,,,,,,,2 m
0.71 V,1 %,0.10 V,,,22 %,92 °C,,,,,666 rpm,,,,,,,,2 m
0.73 V,-1 %,0.10 V,,,22 %,92 °C,,,,,660 rpm,,,,,,,,2 m
0.73 V,-2 %,0.10 V,,,22 %,92 °C,,,,,656 rpm,,,,,,,,2 m
0.73 V,-2 %,0.10 V,,,22 %,92 °C,,,,,652 rpm,,,,,,,,2 m
0.71 V,-2 %,0.09 V,,,22 %,92 °C,,,,,655 rpm,,,,,,,,2 m
0.69 V,-2 %,0.08 V,,,22 %,92 °C,,,,,657 rpm,,,,,,,,2 m
0.65 V,-2 %,0.08 V,,,22 %,92 °C,,,,,657 rpm,,,,,,,,2 m
0.60 V,-2 %,0.07 V,,,22 %,92 °C,,,,,659 rpm,,,,,,,,2 m
0.34 V,-2 %,0.07 V,,,22 %,92 °C,,,,,668 rpm,,,,,,,,2 m
0.12 V,-1 %,0.07 V,,,22 %,92 °C,,,,,667 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,22 %,92 °C,,,,,649 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,22 %,92 °C,,,,,637 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,92 °C,,,,,665 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,92 °C,,,,,658 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,22 %,92 °C,,,,,643 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,23 %,92 °C,,,,,656 rpm,,,,,,,,2 m
0.09 V,1 %,0.08 V,,,23 %,92 °C,,,,,671 rpm,,,,,,,,2 m
0.10 V,2 %,0.08 V,,,23 %,92 °C,,,,,653 rpm,,,,,,,,2 m
0.22 V,2 %,0.09 V,,,23 %,92 °C,,,,,654 rpm,,,,,,,,2 m
0.70 V,2 %,0.09 V,,,22 %,92 °C,,,,,646 rpm,,,,,,,,2 m
0.70 V,2 %,0.10 V,,,22 %,92 °C,,,,,656 rpm,,,,,,,,2 m
0.70 V,2 %,0.09 V,,,22 %,92 °C,,,,,674 rpm,,,,,,,,2 m
0.72 V,2 %,0.10 V,,,22 %,92 °C,,,,,658 rpm,,,,,,,,2 m
0.72 V,2 %,0.11 V,,,22 %,92 °C,,,,,657 rpm,,,,,,,,2 m
0.72 V,2 %,0.11 V,,,22 %,92 °C,,,,,661 rpm,,,,,,,,2 m
0.73 V,0 %,0.13 V,,,22 %,92 °C,,,,,644 rpm,,,,,,,,2 m
0.75 V,0 %,0.51 V,,,22 %,92 °C,,,,,655 rpm,,,,,,,,2 m
0.75 V,-1 %,0.65 V,,,22 %,92 °C,,,,,663 rpm,,,,,,,,2 m
0.75 V,-1 %,0.65 V,,,22 %,92 °C,,,,,665 rpm,,,,,,,,2 m
0.74 V,-1 %,0.62 V,,,22 %,92 °C,,,,,672 rpm,,,,,,,,2 m
0.73 V,-2 %,0.57 V,,,22 %,92 °C,,,,,662 rpm,,,,,,,,2 m
0.72 V,-2 %,0.12 V,,,22 %,92 °C,,,,,644 rpm,,,,,,,,2 m
0.71 V,-2 %,0.10 V,,,22 %,92 °C,,,,,654 rpm,,,,,,,,2 m
0.71 V,-2 %,0.09 V,,,22 %,92 °C,,,,,665 rpm,,,,,,,,2 m
0.68 V,-2 %,0.08 V,,,22 %,93 °C,,,,,664 rpm,,,,,,,,2 m
0.66 V,-2 %,0.08 V,,,22 %,92 °C,,,,,662 rpm,,,,,,,,2 m
0.63 V,-3 %,0.07 V,,,22 %,92 °C,,,,,666 rpm,,,,,,,,2 m
0.58 V,-3 %,0.07 V,,,22 %,92 °C,,,,,656 rpm,,,,,,,,2 m
0.40 V,-3 %,0.07 V,,,22 %,93 °C,,,,,664 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,22 %,92 °C,,,,,677 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,23 %,92 °C,,,,,671 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,92 °C,,,,,671 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,92 °C,,,,,669 rpm,,,,,,,,2 m
0.09 V,0 %,0.06 V,,,22 %,92 °C,,,,,662 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,92 °C,,,,,665 rpm,,,,,,,,2 m
0.09 V,0 %,0.06 V,,,22 %,92 °C,,,,,660 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,22 %,92 °C,,,,,660 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,22 %,92 °C,,,,,656 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,22 %,92 °C,,,,,671 rpm,,,,,,,,2 m
0.09 V,2 %,0.07 V,,,22 %,93 °C,,,,,668 rpm,,,,,,,,2 m
0.10 V,2 %,0.08 V,,,22 %,92 °C,,,,,655 rpm,,,,,,,,2 m
0.16 V,2 %,0.08 V,,,22 %,92 °C,,,,,655 rpm,,,,,,,,2 m
0.58 V,2 %,0.09 V,,,22 %,93 °C,,,,,662 rpm,,,,,,,,2 m
0.67 V,2 %,0.09 V,,,22 %,93 °C,,,,,641 rpm,,,,,,,,2 m
0.70 V,2 %,0.11 V,,,22 %,93 °C,,,,,647 rpm,,,,,,,,2 m
0.70 V,2 %,0.11 V,,,22 %,93 °C,,,,,668 rpm,,,,,,,,2 m
0.70 V,2 %,0.11 V,,,22 %,92 °C,,,,,665 rpm,,,,,,,,2 m
0.70 V,2 %,0.14 V,,,22 %,93 °C,,,,,661 rpm,,,,,,,,2 m
0.71 V,2 %,0.38 V,,,22 %,93 °C,,,,,654 rpm,,,,,,,,2 m
0.73 V,0 %,0.61 V,,,22 %,93 °C,,,,,655 rpm,,,,,,,,2 m
0.75 V,0 %,0.66 V,,,22 %,93 °C,,,,,670 rpm,,,,,,,,2 m
0.75 V,0 %,0.66 V,,,22 %,93 °C,,,,,672 rpm,,,,,,,,2 m
0.75 V,-1 %,0.64 V,,,22 %,93 °C,,,,,655 rpm,,,,,,,,2 m
0.74 V,-1 %,0.60 V,,,22 %,93 °C,,,,,634 rpm,,,,,,,,2 m
0.74 V,-1 %,0.59 V,,,22 %,93 °C,,,,,661 rpm,,,,,,,,2 m
0.73 V,-2 %,0.57 V,,,22 %,93 °C,,,,,671 rpm,,,,,,,,2 m
0.72 V,-2 %,0.24 V,,,22 %,93 °C,,,,,662 rpm,,,,,,,,2 m
0.70 V,-2 %,0.09 V,,,22 %,93 °C,,,,,660 rpm,,,,,,,,2 m
0.68 V,-2 %,0.09 V,,,22 %,93 °C,,,,,664 rpm,,,,,,,,2 m
0.63 V,-2 %,0.08 V,,,22 %,93 °C,,,,,666 rpm,,,,,,,,2 m
0.61 V,-2 %,0.08 V,,,22 %,93 °C,,,,,658 rpm,,,,,,,,2 m
0.56 V,-2 %,0.07 V,,,22 %,93 °C,,,,,651 rpm,,,,,,,,2 m
0.24 V,-1 %,0.07 V,,,22 %,93 °C,,,,,662 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,22 %,93 °C,,,,,672 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,22 %,92 °C,,,,,673 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,93 °C,,,,,671 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,22 %,93 °C,,,,,638 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,93 °C,,,,,661 rpm,,,,,,,,2 m
0.10 V,1 %,0.07 V,,,23 %,93 °C,,,,,662 rpm,,,,,,,,2 m
0.10 V,1 %,0.08 V,,,23 %,93 °C,,,,,671 rpm,,,,,,,,2 m
0.10 V,1 %,0.08 V,,,22 %,93 °C,,,,,659 rpm,,,,,,,,2 m
0.17 V,2 %,0.09 V,,,23 %,93 °C,,,,,647 rpm,,,,,,,,2 m
0.66 V,2 %,0.09 V,,,23 %,93 °C,,,,,669 rpm,,,,,,,,2 m
0.68 V,2 %,0.09 V,,,23 %,93 °C,,,,,656 rpm,,,,,,,,2 m
0.71 V,2 %,0.09 V,,,22 %,93 °C,,,,,648 rpm,,,,,,,,2 m
0.73 V,2 %,0.10 V,,,22 %,93 °C,,,,,651 rpm,,,,,,,,2 m
0.72 V,2 %,0.10 V,,,22 %,93 °C,,,,,653 rpm,,,,,,,,2 m
0.72 V,2 %,0.11 V,,,22 %,93 °C,,,,,655 rpm,,,,,,,,2 m
0.72 V,0 %,0.11 V,,,22 %,93 °C,,,,,660 rpm,,,,,,,,2 m
0.72 V,-1 %,0.11 V,,,22 %,93 °C,,,,,672 rpm,,,,,,,,2 m
0.73 V,-1 %,0.17 V,,,22 %,93 °C,,,,,654 rpm,,,,,,,,2 m
0.73 V,-1 %,0.51 V,,,22 %,93 °C,,,,,644 rpm,,,,,,,,2 m
0.74 V,-2 %,0.57 V,,,22 %,93 °C,,,,,677 rpm,,,,,,,,2 m
0.73 V,-2 %,0.39 V,,,23 %,93 °C,,,,,669 rpm,,,,,,,,2 m
0.71 V,-2 %,0.10 V,,,23 %,93 °C,,,,,654 rpm,,,,,,,,2 m
0.71 V,-2 %,0.09 V,,,23 %,93 °C,,,,,624 rpm,,,,,,,,2 m
0.70 V,-2 %,0.09 V,,,23 %,93 °C,,,,,661 rpm,,,,,,,,2 m
0.67 V,-2 %,0.08 V,,,23 %,93 °C,,,,,648 rpm,,,,,,,,2 m
0.62 V,-3 %,0.07 V,,,23 %,93 °C,,,,,658 rpm,,,,,,,,2 m
0.31 V,-2 %,0.07 V,,,23 %,93 °C,,,,,689 rpm,,,,,,,,2 m
0.12 V,-1 %,0.07 V,,,22 %,93 °C,,,,,649 rpm,,,,,,,,2 m
0.65 V,-1 %,0.13 V,,,25 %,93 °C,,,,,567 rpm,,,,,,,,2 m
0.79 V,-1 %,0.78 V,,,29 %,93 °C,,,,,391 rpm,,,,,,,,2 m
0.84 V,-1 %,0.84 V,,,32 %,93 °C,,,,,334 rpm,,,,,,,,2 m
0.84 V,-1 %,0.85 V,,,36 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.84 V,0 %,0.85 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.84 V,0 %,0.85 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.85 V,0 %,0.85 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.85 V,0 %,0.86 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.85 V,0 %,0.86 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.85 V,0 %,0.86 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.85 V,0 %,0.86 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.86 V,0 %,0.86 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.86 V,0 %,0.86 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.86 V,0 %,0.86 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.86 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.86 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.87 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.86 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.86 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.86 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.86 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.86 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.85 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.85 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.85 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.85 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.84 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.84 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.84 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.84 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.83 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.83 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.83 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.82 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.82 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.82 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.81 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.81 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.80 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.80 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.80 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.79 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.79 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.78 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.78 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.78 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.77 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.77 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.77 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.76 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.76 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.75 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.75 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.74 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.74 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.73 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.73 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.73 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.72 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.72 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.71 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.86 V,0 %,0.71 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.86 V,0 %,0.70 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.86 V,0 %,0.70 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.86 V,0 %,0.69 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.85 V,0 %,0.69 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.85 V,0 %,0.69 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.85 V,0 %,0.68 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.84 V,0 %,0.68 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.84 V,0 %,0.67 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.84 V,0 %,0.67 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.83 V,0 %,0.67 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.83 V,0 %,0.66 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.82 V,0 %,0.66 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.82 V,0 %,0.66 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.82 V,0 %,0.65 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.81 V,0 %,0.65 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.81 V,0 %,0.64 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.81 V,0 %,0.64 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.80 V,0 %,0.64 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.80 V,0 %,0.63 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.79 V,0 %,0.63 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.79 V,0 %,0.62 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.78 V,0 %,0.62 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.78 V,0 %,0.62 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.78 V,0 %,0.61 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.77 V,0 %,0.61 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.77 V,0 %,0.61 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.77 V,0 %,0.60 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.76 V,0 %,0.60 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.76 V,0 %,0.60 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.75 V,0 %,0.59 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.75 V,0 %,0.59 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.75 V,0 %,0.59 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.74 V,0 %,0.58 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.74 V,0 %,0.58 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.73 V,0 %,0.58 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.73 V,0 %,0.58 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.72 V,0 %,0.57 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.72 V,0 %,0.57 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.71 V,0 %,0.57 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.71 V,0 %,0.57 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.71 V,0 %,0.56 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.70 V,0 %,0.56 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.70 V,0 %,0.56 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.69 V,0 %,0.55 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.69 V,0 %,0.55 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.69 V,0 %,0.55 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.68 V,0 %,0.55 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.68 V,0 %,0.54 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.67 V,0 %,0.54 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.67 V,0 %,0.54 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.67 V,0 %,0.54 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.66 V,0 %,0.53 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.66 V,0 %,0.53 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.66 V,0 %,0.53 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.65 V,0 %,0.53 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.65 V,0 %,0.53 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.64 V,0 %,0.52 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.64 V,0 %,0.52 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.64 V,0 %,0.52 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.63 V,0 %,0.52 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.63 V,0 %,0.52 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.63 V,0 %,0.51 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
0.62 V,0 %,0.51 V,,,0 %,93 °C,,,,,0 rpm,,,,,,,,2 m
